client_id;sexe;type_conduite;formule;type_vehicule;usage_vehicule;Tranche d'age;Revenus_tranche;Enfants;Enfants accompagne;Tarif devis;Tranche d'age vehicule
684;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[60 et +];[20k_40k];Non;Non;[300_600];[0_5]
685;F;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[25_40];[20k_40k];Oui;Non;[300_600];[5_10]
686;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
687;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[0_5]
688;M;z_Highly Rural/ Rural;dev_integral;Van;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[5_10]
689;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[0_5]
690;F;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[25_40];[0_20k];Oui;Non;[300_600];[5_10]
691;M;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[20k_40k];Non;Non;[300_600];[10 et +]
692;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[20k_40k];Non;Non;[300_600];[10 et +]
693;F;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[0_25];[40k_60k];Non;Non;[300_600];[5_10]
694;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[60k et +];Non;Non;[0_300];[5_10]
695;F;Highly Urban/ Urban;dev_express;Pickup;Private;[40_60];[20k_40k];Non;Non;[0_300];[0_5]
696;M;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];[0_20k];Non;Non;[0_300];[10 et +]
697;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[40k_60k];Non;Non;[0_300];[10 et +]
698;M;z_Highly Rural/ Rural;dev_express;Minivan;Private;[25_40];[60k et +];Non;Non;[0_300];[10 et +]
699;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[40k_60k];Oui;Non;[0_300];[10 et +]
700;F;z_Highly Rural/ Rural;dev_express;Minivan;Private;[60 et +];[0_20k];Oui;Non;[0_300];[0_5]
701;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Oui;Oui;[300_600];[5_10]
702;F;z_Highly Rural/ Rural;dev_integral;Minivan;Commercial;[40_60];[40k_60k];Non;Non;[300_600];[5_10]
703;M;Highly Urban/ Urban;dev_vip;Panel Truck;Commercial;[60 et +];[20k_40k];Non;Non;[600 et +];[5_10]
704;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[0_20k];Non;Non;[300_600];[5_10]
705;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[40k_60k];Oui;Non;[0_300];[5_10]
706;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[0_25];Non renseigné;Non;Non;[0_300];[0_5]
707;F;z_Highly Rural/ Rural;dev_express;Minivan;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[0_5]
708;F;Highly Urban/ Urban;dev_express;Van;Private;[0_25];[60k et +];Oui;Oui;[0_300];Non renseigné
709;F;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];[20k_40k];Non;Non;[0_300];[0_5]
710;F;Highly Urban/ Urban;dev_integral;Van;Commercial;[40_60];[40k_60k];Non;Non;[300_600];[10 et +]
711;M;Highly Urban/ Urban;dev_premium;z_SUV;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[0_5]
712;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
713;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];Non renseigné;Non;Non;[0_300];Non renseigné
714;F;Highly Urban/ Urban;dev_premium;z_SUV;Commercial;[60 et +];[0_20k];Oui;Oui;[300_600];[5_10]
715;F;Highly Urban/ Urban;dev_express;Van;Private;[60 et +];[60k et +];Non;Non;[0_300];[0_5]
716;M;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[60 et +];Non renseigné;Oui;Oui;[300_600];[0_5]
717;M;Highly Urban/ Urban;dev_premium;Pickup;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
718;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[300_600];[5_10]
719;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[25_40];[60k et +];Oui;Non;[300_600];[10 et +]
720;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[25_40];[60k et +];Non;Non;[0_300];[10 et +]
721;M;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[60 et +];[0_20k];Non;Non;[0_300];[5_10]
722;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[0_20k];Oui;Non;[0_300];[5_10]
723;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];Non renseigné;Oui;Non;[0_300];[0_5]
724;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[0_20k];Oui;Non;[0_300];[10 et +]
725;F;Highly Urban/ Urban;dev_integral;Van;Commercial;[0_25];[40k_60k];Non;Non;[300_600];[10 et +]
726;M;Highly Urban/ Urban;dev_integral;Van;Private;[60 et +];Non renseigné;Non;Non;[0_300];[5_10]
727;M;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[0_25];[60k et +];Oui;Oui;[0_300];[5_10]
728;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[0_25];[40k_60k];Non;Non;[0_300];[10 et +]
729;F;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[25_40];[40k_60k];Non;Non;[300_600];[5_10]
730;M;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[60 et +];[20k_40k];Oui;Non;[300_600];[0_5]
731;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];Non renseigné;Oui;Non;[300_600];[5_10]
732;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
733;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[60 et +];[40k_60k];Oui;Non;[300_600];Non renseigné
734;F;Highly Urban/ Urban;dev_integral;Van;Commercial;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
735;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[0_25];Non renseigné;Non;Non;[0_300];[0_5]
736;M;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[0_25];[40k_60k];Non;Non;[0_300];[0_5]
737;F;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[0_25];[0_20k];Oui;Non;[0_300];[0_5]
738;M;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[40_60];[60k et +];Oui;Oui;[300_600];[5_10]
739;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[0_5]
740;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[0_25];[40k_60k];Non;Non;[300_600];[0_5]
741;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Oui;Non;[0_300];[10 et +]
742;M;Highly Urban/ Urban;dev_premium;Van;Private;[0_25];[60k et +];Non;Non;[300_600];[5_10]
743;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[0_20k];Oui;Non;[300_600];[0_5]
744;M;Highly Urban/ Urban;dev_integral;Van;Private;[60 et +];[60k et +];Oui;Oui;[300_600];[10 et +]
745;M;z_Highly Rural/ Rural;dev_express;Minivan;Commercial;[60 et +];[60k et +];Oui;Non;[0_300];[5_10]
746;M;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[40_60];[20k_40k];Non;Non;[300_600];[0_5]
747;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[5_10]
748;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Commercial;[60 et +];[0_20k];Oui;Non;[300_600];[10 et +]
749;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Oui;Non;[0_300];[10 et +]
750;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[5_10]
751;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[25_40];[60k et +];Non;Non;[300_600];[5_10]
752;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[0_25];[20k_40k];Oui;Oui;[300_600];[5_10]
753;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[0_300];[0_5]
754;F;Highly Urban/ Urban;dev_express;Minivan;Private;[25_40];[40k_60k];Non;Non;[0_300];[10 et +]
755;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[0_300];[5_10]
756;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[40_60];[20k_40k];Non;Non;[300_600];[5_10]
757;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[40_60];[20k_40k];Oui;Non;[0_300];[0_5]
758;M;Highly Urban/ Urban;dev_premium;Sports Car;Private;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
759;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
760;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[0_25];[60k et +];Oui;Non;[0_300];[10 et +]
761;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
762;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
763;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[0_25];[0_20k];Oui;Oui;[0_300];[0_5]
764;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[20k_40k];Non;Non;[300_600];[5_10]
765;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[0_25];[60k et +];Oui;Non;[300_600];[10 et +]
766;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
767;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
768;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[0_20k];Oui;Oui;[300_600];[0_5]
769;F;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[60 et +];[0_20k];Oui;Non;[300_600];[5_10]
770;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
771;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[60k et +];Non;Non;[300_600];[5_10]
772;M;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[25_40];[40k_60k];Non;Non;[300_600];[0_5]
773;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[5_10]
774;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
775;M;Highly Urban/ Urban;dev_integral;Van;Commercial;[25_40];[40k_60k];Non;Non;[0_300];[5_10]
776;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[40k_60k];Non;Non;[300_600];[10 et +]
777;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[10 et +]
778;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[0_5]
779;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
780;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[60 et +];Non renseigné;Oui;Non;[0_300];[10 et +]
781;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Commercial;[40_60];[60k et +];Oui;Non;[0_300];[0_5]
782;M;z_Highly Rural/ Rural;dev_premium;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
783;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[60k et +];Oui;Oui;[0_300];[10 et +]
784;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
785;M;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
786;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[60 et +];[0_20k];Non;Non;[300_600];[10 et +]
787;F;z_Highly Rural/ Rural;dev_premium;Minivan;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[0_5]
788;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
789;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
790;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[0_5]
791;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[0_20k];Oui;Non;[300_600];[0_5]
792;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[10 et +]
793;M;Highly Urban/ Urban;dev_integral;Van;Commercial;[60 et +];[40k_60k];Oui;Non;[300_600];[10 et +]
794;M;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[40_60];Non renseigné;Non;Non;[0_300];[5_10]
795;F;Highly Urban/ Urban;dev_premium;z_SUV;Private;[60 et +];[0_20k];Oui;Oui;[300_600];[10 et +]
796;M;Highly Urban/ Urban;dev_express;Sports Car;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[0_5]
797;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[40k_60k];Non;Non;[0_300];[10 et +]
798;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[25_40];[0_20k];Non;Non;[300_600];[5_10]
799;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Oui;Non;[0_300];[10 et +]
800;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
801;F;z_Highly Rural/ Rural;dev_express;Minivan;Private;[60 et +];[40k_60k];Non;Non;[0_300];[5_10]
802;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[0_20k];Oui;Non;[300_600];[0_5]
803;M;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[60 et +];[0_20k];Oui;Non;[0_300];[5_10]
804;F;Highly Urban/ Urban;dev_express;Van;Private;[25_40];Non renseigné;Non;Non;[0_300];[0_5]
805;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[0_20k];Non;Non;[300_600];[0_5]
806;M;Highly Urban/ Urban;dev_premium;z_SUV;Commercial;[0_25];Non renseigné;Oui;Non;[300_600];[10 et +]
807;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];Non renseigné;Non;Non;[300_600];[10 et +]
808;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[20k_40k];Non;Non;[0_300];[10 et +]
809;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Oui;Non;[0_300];[10 et +]
810;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Commercial;[60 et +];[0_20k];Oui;Non;[300_600];[5_10]
811;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[300_600];[0_5]
812;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
813;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[40k_60k];Oui;Non;[300_600];[0_5]
814;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[0_20k];Oui;Non;[300_600];[5_10]
815;M;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[60 et +];[60k et +];Oui;Non;[0_300];[5_10]
816;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
817;M;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
818;M;Highly Urban/ Urban;dev_premium;Van;Commercial;[0_25];[60k et +];Oui;Oui;[300_600];[10 et +]
819;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[20k_40k];Oui;Oui;[0_300];[0_5]
820;M;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[60 et +];[0_20k];Oui;Non;[300_600];[10 et +]
821;F;Highly Urban/ Urban;dev_express;Van;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
822;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[20k_40k];Oui;Non;[0_300];[0_5]
823;F;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[25_40];[0_20k];Oui;Non;[0_300];[5_10]
824;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Oui;Non;[300_600];[10 et +]
825;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[60 et +];[0_20k];Oui;Non;[300_600];[0_5]
826;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
827;F;Highly Urban/ Urban;dev_premium;Van;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[5_10]
828;F;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];Non renseigné;Non;Non;[0_300];[10 et +]
829;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[0_5]
830;M;Highly Urban/ Urban;dev_express;Van;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[10 et +]
831;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[20k_40k];Non;Non;[0_300];[0_5]
832;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Oui;Oui;[0_300];[5_10]
833;F;z_Highly Rural/ Rural;dev_express;Pickup;Commercial;[40_60];[20k_40k];Non;Non;[0_300];Non renseigné
834;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[0_25];[0_20k];Non;Non;[300_600];[0_5]
835;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];Non renseigné;Non;Non;[0_300];[5_10]
836;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[0_25];[0_20k];Non;Non;[300_600];[0_5]
837;F;Highly Urban/ Urban;dev_express;Van;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
838;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
839;M;Highly Urban/ Urban;dev_premium;Pickup;Private;[0_25];[60k et +];Non;Non;[300_600];[5_10]
840;F;Highly Urban/ Urban;dev_premium;Van;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[0_5]
841;F;Highly Urban/ Urban;dev_vip;z_SUV;Private;[40_60];[20k_40k];Oui;Oui;[600 et +];[0_5]
842;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
843;M;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[25_40];[20k_40k];Non;Non;[300_600];[0_5]
844;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];[20k_40k];Oui;Non;[0_300];[5_10]
845;F;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[25_40];[60k et +];Oui;Oui;[0_300];[5_10]
846;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
847;M;Highly Urban/ Urban;dev_express;Van;Private;[40_60];[20k_40k];Non;Non;[0_300];[5_10]
848;F;Highly Urban/ Urban;dev_premium;z_SUV;Private;[60 et +];[60k et +];Oui;Non;[300_600];[10 et +]
849;M;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[10 et +]
850;F;Highly Urban/ Urban;dev_premium;z_SUV;Private;[25_40];[40k_60k];Non;Non;[300_600];[10 et +]
851;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
852;F;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[5_10]
853;F;Highly Urban/ Urban;dev_vip;z_SUV;Commercial;[0_25];Non renseigné;Non;Non;[600 et +];[5_10]
854;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[40k_60k];Non;Non;[0_300];[10 et +]
855;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[0_20k];Oui;Non;[0_300];[5_10]
856;F;Highly Urban/ Urban;dev_premium;z_SUV;Private;[60 et +];[40k_60k];Non;Non;[300_600];Non renseigné
857;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];[40k_60k];Oui;Non;[300_600];[5_10]
858;M;z_Highly Rural/ Rural;dev_premium;z_SUV;Private;[40_60];[60k et +];Oui;Oui;[300_600];[5_10]
859;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
860;M;Highly Urban/ Urban;dev_integral;Van;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
861;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[40k_60k];Non;Non;[300_600];[0_5]
862;F;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[60 et +];[20k_40k];Non;Non;[300_600];[10 et +]
863;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[0_25];[0_20k];Oui;Oui;[0_300];[5_10]
864;M;Highly Urban/ Urban;dev_express;Pickup;Private;[40_60];[20k_40k];Non;Non;[0_300];[0_5]
865;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
866;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[60k et +];Oui;Non;[300_600];[5_10]
867;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[60k et +];Non;Non;[0_300];[5_10]
868;F;Highly Urban/ Urban;dev_premium;z_SUV;Private;[40_60];[60k et +];Non;Non;[300_600];Non renseigné
869;M;Highly Urban/ Urban;dev_integral;Van;Commercial;[40_60];[40k_60k];Non;Non;[300_600];[5_10]
870;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
871;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[20k_40k];Oui;Non;[300_600];[10 et +]
872;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[60 et +];[20k_40k];Non;Non;[0_300];[5_10]
873;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
874;F;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[0_25];[40k_60k];Non;Non;[0_300];[10 et +]
875;M;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[5_10]
876;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Non;Non;[300_600];[5_10]
877;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
878;M;Highly Urban/ Urban;dev_integral;Van;Private;[40_60];[20k_40k];Non;Non;[300_600];[0_5]
879;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[60k et +];Oui;Non;[300_600];Non renseigné
880;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[0_5]
881;M;z_Highly Rural/ Rural;dev_express;Sports Car;Private;[40_60];[40k_60k];Oui;Oui;[0_300];[0_5]
882;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[40_60];[60k et +];Non;Non;[300_600];[5_10]
883;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[40_60];[40k_60k];Non;Non;[0_300];[10 et +]
884;F;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[5_10]
885;F;z_Highly Rural/ Rural;dev_express;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
886;F;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[60 et +];[40k_60k];Non;Non;[0_300];[0_5]
887;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];Non renseigné;Non;Non;[0_300];[10 et +]
888;M;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
889;F;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[60 et +];[0_20k];Non;Non;[0_300];[0_5]
890;M;z_Highly Rural/ Rural;dev_express;Pickup;Private;[60 et +];[0_20k];Oui;Non;[0_300];[5_10]
891;M;Highly Urban/ Urban;dev_express;Pickup;Private;[60 et +];[60k et +];Non;Non;[0_300];[5_10]
892;F;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[25_40];Non renseigné;Non;Non;[0_300];[5_10]
893;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[40k_60k];Non;Non;[0_300];[10 et +]
894;M;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[25_40];[20k_40k];Non;Non;[0_300];[0_5]
895;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[60 et +];[20k_40k];Non;Non;[0_300];[10 et +]
896;F;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
897;F;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[0_25];[60k et +];Oui;Non;[300_600];[10 et +]
898;M;z_Highly Rural/ Rural;dev_integral;Sports Car;Private;[60 et +];[40k_60k];Oui;Non;[300_600];[5_10]
899;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
900;M;Highly Urban/ Urban;dev_premium;Sports Car;Private;[60 et +];[0_20k];Oui;Non;[300_600];[10 et +]
901;M;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[40_60];Non renseigné;Non;Non;[0_300];[0_5]
902;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[40_60];[0_20k];Oui;Non;[0_300];[0_5]
903;F;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[25_40];[60k et +];Non;Non;[0_300];[0_5]
904;F;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[0_25];[40k_60k];Oui;Oui;[0_300];[10 et +]
905;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[25_40];[60k et +];Non;Non;[0_300];[0_5]
906;F;z_Highly Rural/ Rural;dev_vip;Minivan;Private;[40_60];[20k_40k];Non;Non;[600 et +];[0_5]
907;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
908;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[40_60];[0_20k];Oui;Non;[300_600];[5_10]
909;M;z_Highly Rural/ Rural;dev_express;z_SUV;Commercial;[25_40];[0_20k];Oui;Oui;[0_300];[5_10]
910;F;Highly Urban/ Urban;dev_integral;Van;Commercial;[25_40];[60k et +];Non;Non;[300_600];Non renseigné
911;F;Highly Urban/ Urban;dev_express;Pickup;Private;[25_40];[60k et +];Oui;Oui;[0_300];[10 et +]
